##Databases: BioCyc, Gene Ontology, KEGG DISEASE, OMIM, NHGRI GWAS Catalog, PANTHER, Gene Ontology Slim, Reactome, KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Malaria	KEGG PATHWAY	hsa05144	17	49	1.56476483035e-25	3.70171200033e-23	CCL2|TGFB1|ITGB2|MYD88|ICAM1|IFNG|IL18|CD40|IL6|IL10|TNF|TLR4|CD40LG|IL1B|TLR9|SELP|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa05144/hsa:3689%09red/hsa:54106%09red/hsa:3553%09red/hsa:3458%09red/hsa:3383%09red/hsa:7124%09red/hsa:7099%09red/hsa:6403%09red/hsa:3569%09red/hsa:3576%09red/hsa:959%09red/hsa:958%09red/hsa:6347%09red/hsa:4615%09red/hsa:7040%09red/hsa:3586%09red/hsa:3606%09red
Human immunodeficiency virus 1 infection	KEGG PATHWAY	hsa05170	24	212	2.99955425627e-25	6.86704405055e-23	BCL2L1|HLA-C|BAX|MAPK14|AKT1|CCR5|TBK1|FAS|IFNB1|MAPK3|MAPK1|NFKB1|MAPK8|MYD88|PRKCA|TNF|CYCS|IRF3|CD4|IFNA2|IFNA1|TLR4|APOBEC3G|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05170/hsa:29110%09red/hsa:1234%09red/hsa:598%09red/hsa:596%09red/hsa:920%09red/hsa:355%09red/hsa:5578%09red/hsa:3661%09red/hsa:7124%09red/hsa:7099%09red/hsa:3456%09red/hsa:4615%09red/hsa:3107%09red/hsa:3439%09red/hsa:5595%09red/hsa:5594%09red/hsa:54205%09red/hsa:581%09red/hsa:5599%09red/hsa:4790%09red/hsa:207%09red/hsa:1432%09red/hsa:3440%09red/hsa:60489%09red
Herpes simplex virus 1 infection	KEGG PATHWAY	hsa05168	31	492	3.85270269921e-25	8.5445722051e-23	BCL2L1|CCL2|CCL5|HLA-C|BIRC3|BAX|AKT1|IKBKE|IL1B|DDX58|STAT1|FAS|IFNB1|OAS1|NFKB1|MYD88|TRAF3|IFNG|TNF|CYCS|IRF7|F11|IRF3|MAVS|TP53|TBK1|IFNA2|IFNA1|IL6|TLR9|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:29110%09red/hsa:3569%09red/hsa:3665%09red/hsa:3661%09red/hsa:598%09red/hsa:596%09red/hsa:355%09red/hsa:23586%09red/hsa:330%09red/hsa:3458%09red/hsa:7124%09red/hsa:3456%09red/hsa:6347%09red/hsa:4938%09red/hsa:4615%09red/hsa:3107%09red/hsa:7187%09red/hsa:3439%09red/hsa:54106%09red/hsa:3553%09red/hsa:54205%09red/hsa:581%09red/hsa:4790%09red/hsa:57506%09red/hsa:90338%09red/hsa:207%09red/hsa:6772%09red/hsa:7157%09red/hsa:3440%09red/hsa:6352%09red/hsa:9641%09red
TNF signaling pathway	KEGG PATHWAY	hsa04668	20	112	8.29655672734e-25	1.784262518e-22	CCL2|PTGS2|IRF1|TRAF3|VEGFC|MAPK3|FAS|IL6|BIRC3|IFNB1|MAPK14|AKT1|CCL5|TNF|ICAM1|NFKB1|CXCL10|IL1B|MAPK8|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04668/hsa:3569%09red/hsa:3553%09red/hsa:5594%09red/hsa:3383%09red/hsa:7124%09red/hsa:5743%09red/hsa:3456%09red/hsa:3627%09red/hsa:5595%09red/hsa:5599%09red/hsa:6347%09red/hsa:7424%09red/hsa:3659%09red/hsa:355%09red/hsa:4790%09red/hsa:6352%09red/hsa:1432%09red/hsa:330%09red/hsa:207%09red/hsa:7187%09red
Hemostasis	Reactome	R-HSA-109582	33	617	1.38087803388e-24	2.88237982543e-22	TGFB1|MAPK14|AKT1|IFNB1|EGF|CAV1|THPO|MAPK3|MAPK1|TTN|TF|MYB|NOS2|ITGB2|SOD1|RHOA|CD44|TUBB4|PLAT|PRKCA|VEGFC|SERPINF2|EPCAM|F10|IRF1|TP53|IFNA2|IFNA1|KNG1|ALB|CDK2|SELP|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109582
Inflammatory bowel disease (IBD)	KEGG PATHWAY	hsa05321	17	65	9.45599134906e-24	1.91740487441e-21	IL18|TGFB1|IL13|IL17A|STAT1|IFNG|IL5|SMAD3|IL6|IL10|IL4|TNF|IL2|TLR4|NFKB1|IL1A|IL1B	http://www.genome.jp/kegg-bin/show_pathway?hsa05321/hsa:3569%09red/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:3586%09red/hsa:3606%09red/hsa:7124%09red/hsa:7099%09red/hsa:3565%09red/hsa:4790%09red/hsa:3567%09red/hsa:3558%09red/hsa:3596%09red/hsa:6772%09red/hsa:4088%09red/hsa:7040%09red/hsa:3605%09red
Disease	Reactome	R-HSA-1643685	39	1049	1.90051155079e-23	3.74664735444e-21	TGFB1|SMAD4|PSMD1|PSMD2|CD4|AKT1|CCR5|ADAM17|EGF|FURIN|STAT1|CD80|ARF1|CD86|MAPK3|MAPK1|ISG15|ABCB6|NFKB1|MYC|MYD88|PABPN1|TRAF3|EGFR|SLC25A4|LTF|HEPH|SMAD3|NPM1|ADAM10|TBP|ALB|GLB1|KIT|CD14|CDK4|TLR4|SLC17A5|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643685
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	21	162	2.34314510379e-23	4.49440562205e-21	BCL2L1|IL7R|CSH2|STAT1|IFNG|IFNA2|IFNA1|IL13|EGFR|IL28A|THPO|IL6|AKT1|IL4|IL5|IL2|IL10|MYC|IFNB1|EGF|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:3569%09red/hsa:1956%09red/hsa:3458%09red/hsa:3586%09red/hsa:598%09red/hsa:596%09red/hsa:3456%09red/hsa:7066%09red/hsa:3565%09red/hsa:3575%09red/hsa:3440%09red/hsa:1950%09red/hsa:6772%09red/hsa:1443%09red/hsa:3558%09red/hsa:282616%09red/hsa:4609%09red/hsa:3596%09red/hsa:3567%09red/hsa:207%09red/hsa:3439%09red
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	17	70	2.82995383566e-23	5.28531115045e-21	IRF3|DDX58|TRAF3|IRF7|TBK1|IFNA2|IFNA1|IKBKE|IFNB1|MAPK14|TNF|ISG15|NFKB1|CXCL10|MAPK8|MAVS|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:29110%09red/hsa:9636%09red/hsa:1432%09red/hsa:3661%09red/hsa:7124%09red/hsa:3456%09red/hsa:3627%09red/hsa:3576%09red/hsa:5599%09red/hsa:3440%09red/hsa:57506%09red/hsa:4790%09red/hsa:23586%09red/hsa:3665%09red/hsa:7187%09red/hsa:9641%09red/hsa:3439%09red
Rheumatoid arthritis	KEGG PATHWAY	hsa05323	18	91	3.69342051994e-23	6.72107831539e-21	CCL2|TGFB1|ITGB2|IL17A|CCL3|IFNG|IL18|CCL5|CD86|IL6|ICAM1|TNF|CTSL1|TLR4|CD80|IL1A|IL1B|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa05323/hsa:3689%09red/hsa:3569%09red/hsa:3553%09red/hsa:3552%09red/hsa:3605%09red/hsa:941%09red/hsa:942%09red/hsa:3383%09red/hsa:7124%09red/hsa:7099%09red/hsa:1514%09red/hsa:3576%09red/hsa:6347%09red/hsa:6352%09red/hsa:7040%09red/hsa:3458%09red/hsa:3606%09red/hsa:6348%09red
Leishmaniasis	KEGG PATHWAY	hsa05140	17	74	6.46953144293e-23	1.14785661626e-20	TGFB1|NOS2|ITGB2|STAT1|PTGS2|IFNG|MAPK14|MAPK3|IL4|TNF|TLR4|NFKB1|IL1A|IL1B|MYD88|IL10|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05140/hsa:3689%09red/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:3586%09red/hsa:7124%09red/hsa:7099%09red/hsa:5595%09red/hsa:3565%09red/hsa:4790%09red/hsa:1432%09red/hsa:5594%09red/hsa:6772%09red/hsa:4615%09red/hsa:7040%09red/hsa:4843%09red/hsa:5743%09red
Pancreatic cancer	KEGG PATHWAY	hsa05212	17	75	7.90441902691e-23	1.36823565449e-20	BCL2L1|TGFB1|TP53|STAT1|E2F1|MAPK3|SMAD4|EGFR|RB1|SMAD3|AKT1|MAPK1|CDK4|BAX|NFKB1|MAPK8|EGF	http://www.genome.jp/kegg-bin/show_pathway?hsa05212/hsa:5595%09red/hsa:5925%09red/hsa:6772%09red/hsa:598%09red/hsa:5594%09red/hsa:4089%09red/hsa:581%09red/hsa:5599%09red/hsa:4790%09red/hsa:1019%09red/hsa:7157%09red/hsa:4088%09red/hsa:7040%09red/hsa:1869%09red/hsa:207%09red/hsa:1950%09red/hsa:1956%09red
PI3K-Akt signaling pathway	KEGG PATHWAY	hsa04151	26	354	8.2178093057e-23	1.38861411054e-20	BCL2L1|IL7R|IL2|EGFR|HSP90B1|AKT1|EGF|IL4|IFNB1|MAPK3|MAPK1|NFKB1|MYC|MYB|PRKCA|VEGFC|CSH2|TP53|IFNA2|IFNA1|KIT|IL6|CDK2|CDK4|TLR4|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04151/hsa:3569%09red/hsa:598%09red/hsa:3815%09red/hsa:3565%09red/hsa:1019%09red/hsa:1443%09red/hsa:1017%09red/hsa:5578%09red/hsa:7099%09red/hsa:3456%09red/hsa:1950%09red/hsa:1956%09red/hsa:596%09red/hsa:7184%09red/hsa:3439%09red/hsa:5595%09red/hsa:5594%09red/hsa:3558%09red/hsa:3575%09red/hsa:7424%09red/hsa:4790%09red/hsa:207%09red/hsa:7157%09red/hsa:3440%09red/hsa:4602%09red/hsa:4609%09red
Cytosolic DNA-sensing pathway	KEGG PATHWAY	hsa04623	16	63	3.00254236753e-22	4.95559143775e-20	IL18|IRF3|DDX58|IRF7|CCL4|TBK1|CCL5|IFNA2|IFNA1|IKBKE|IFNB1|IL6|NFKB1|CXCL10|IL1B|MAVS	http://www.genome.jp/kegg-bin/show_pathway?hsa04623/hsa:29110%09red/hsa:3569%09red/hsa:3553%09red/hsa:3661%09red/hsa:3606%09red/hsa:3456%09red/hsa:3627%09red/hsa:3665%09red/hsa:4790%09red/hsa:3440%09red/hsa:57506%09red/hsa:6351%09red/hsa:6352%09red/hsa:23586%09red/hsa:9641%09red/hsa:3439%09red
C-type lectin receptor signaling pathway	KEGG PATHWAY	hsa04625	18	104	3.14891812969e-22	5.07906181055e-20	PTGS2|CLEC4M|IKBKE|STAT1|MAPK3|CD209|IL6|RHOA|IRF1|MAPK14|AKT1|TNF|IL2|NFKB1|IL10|IL1B|MAPK8|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04625/hsa:30835%09red/hsa:3569%09red/hsa:3553%09red/hsa:5594%09red/hsa:6772%09red/hsa:3586%09red/hsa:7124%09red/hsa:5743%09red/hsa:5595%09red/hsa:5599%09red/hsa:3659%09red/hsa:4790%09red/hsa:10332%09red/hsa:3558%09red/hsa:1432%09red/hsa:207%09red/hsa:387%09red/hsa:9641%09red
Salmonella infection	KEGG PATHWAY	hsa05132	17	83	3.61226741485e-22	5.69694707626e-20	IL18|CCL3|NOS2|CCL4|IFNG|IL6|MAPK14|MAPK3|CD14|MAPK1|TLR4|NFKB1|IL1A|IL1B|MYD88|MAPK8|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa05132/hsa:3569%09red/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:3606%09red/hsa:7099%09red/hsa:5595%09red/hsa:3576%09red/hsa:5599%09red/hsa:1432%09red/hsa:4790%09red/hsa:5594%09red/hsa:6351%09red/hsa:4615%09red/hsa:4843%09red/hsa:929%09red/hsa:6348%09red
Viral protein interaction with cytokine and cytokine receptor	KEGG PATHWAY	hsa04061	17	100	6.07097574651e-21	9.16717337723e-19	CCL2|CCL3|CCL4|CCL5|CXCL9|IL18|IL6|IL10|TNF|IL2|CCR5|CCR6|CCR7|CXCL10|CXCR3|IL8|CCL26	http://www.genome.jp/kegg-bin/show_pathway?hsa04061/hsa:3569%09red/hsa:1236%09red/hsa:10344%09red/hsa:1234%09red/hsa:1235%09red/hsa:7124%09red/hsa:3558%09red/hsa:3606%09red/hsa:3627%09red/hsa:3576%09red/hsa:6347%09red/hsa:6351%09red/hsa:6352%09red/hsa:3586%09red/hsa:6348%09red/hsa:2833%09red/hsa:4283%09red
NF-kappa B signaling pathway	KEGG PATHWAY	hsa04064	17	100	6.07097574651e-21	9.16717337723e-19	BCL2L1|PTGS2|DDX58|TRAF3|CD40LG|ICAM1|CCL4|BIRC3|CD40|CD14|TNF|TLR4|NFKB1|IL1B|MYD88|IL8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04064/hsa:23586%09red/hsa:3553%09red/hsa:929%09red/hsa:598%09red/hsa:7124%09red/hsa:7099%09red/hsa:3383%09red/hsa:3576%09red/hsa:959%09red/hsa:958%09red/hsa:4790%09red/hsa:7187%09red/hsa:6351%09red/hsa:4615%09red/hsa:596%09red/hsa:330%09red/hsa:5743%09red
Toll-like Receptor Cascades	Reactome	R-HSA-168898	19	154	7.09845478788e-21	1.04953611728e-18	IRF3|ITGB2|IRF7|MYD88|TBK1|RPS6KA3|IKBKE|BIRC3|HSP90B1|MAPK14|MAPK3|CD14|TRAF3|CTSL1|TLR4|NFKB1|MAPK1|MAPK8|TLR9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168898
MAPK signaling pathway	KEGG PATHWAY	hsa04010	23	295	7.56433709602e-21	1.09559388511e-18	TGFB1|HSPA8|EGFR|MAPK14|AKT1|IL1A|IL1B|EGF|FAS|MAPK3|MAPK1|NFKB1|MAPK8|MYD88|DDIT3|PRKCA|TNF|VEGFC|MYC|RPS6KA3|TP53|KIT|CD14	http://www.genome.jp/kegg-bin/show_pathway?hsa04010/hsa:3815%09red/hsa:5595%09red/hsa:5594%09red/hsa:355%09red/hsa:1649%09red/hsa:929%09red/hsa:5578%09red/hsa:7124%09red/hsa:3312%09red/hsa:1950%09red/hsa:1956%09red/hsa:4615%09red/hsa:3553%09red/hsa:3552%09red/hsa:6197%09red/hsa:5599%09red/hsa:7424%09red/hsa:4790%09red/hsa:207%09red/hsa:1432%09red/hsa:7157%09red/hsa:7040%09red/hsa:4609%09red
Generic Transcription Pathway	Reactome	R-HSA-212436	38	1193	1.23380890345e-20	1.75126835755e-18	TGFB1|F11|SMAD4|IL2|PSMD1|BAX|PSMD2|MAPK14|AKT1|CAV1|SPI1|STAT1|STUB1|FAS|RB1|GLI2|MAPK3|MAPK1|CTSL1|MYC|MYB|DDIT3|TCF3|IFNG|EGFR|SMAD3|CYCS|USP7|NPM1|TP53|E2F1|TBP|G6PD|KIT|RUNX3|CDK2|CDK4|AIFM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212436
Apoptosis signaling pathway	PANTHER	P00006	17	108	1.96480212672e-20	2.73415699869e-18	BCL2L1|MADD|TP53|AKT1|PRKCA|FAS|HSPA8|BIRC3|BAX|MAPK3|TNF|CYCS|NFKB1|MAPK1|MAPK8|ATF6|BCL2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00006
RNA Polymerase II Transcription	Reactome	R-HSA-73857	39	1316	4.12395761751e-20	5.62840907913e-18	TGFB1|F11|SMAD4|IL2|PSMD1|BAX|PSMD2|MAPK14|AKT1|CAV1|SPI1|STAT1|STUB1|FAS|RB1|GLI2|MAPK3|MAPK1|CTSL1|MYC|MYB|PABPN1|DDIT3|TCF3|IFNG|EGFR|SMAD3|CYCS|USP7|NPM1|TP53|E2F1|TBP|G6PD|KIT|RUNX3|CDK2|CDK4|AIFM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73857
African trypanosomiasis	KEGG PATHWAY	hsa05143	13	37	7.09174367188e-20	9.49624619609e-18	IL18|MYD88|IFNG|FAS|HP|KNG1|IL6|IL10|TNF|PRKCA|ICAM1|IL1B|TLR9	http://www.genome.jp/kegg-bin/show_pathway?hsa05143/hsa:54106%09red/hsa:3553%09red/hsa:3458%09red/hsa:3250%09red/hsa:3383%09red/hsa:7124%09red/hsa:3606%09red/hsa:3569%09red/hsa:3827%09red/hsa:355%09red/hsa:4615%09red/hsa:3586%09red/hsa:5578%09red
Small cell lung cancer	KEGG PATHWAY	hsa05222	16	93	7.36972172153e-20	9.68572501068e-18	BCL2L1|PTGS2|NOS2|TRAF3|TP53|E2F1|BIRC3|RB1|AKT1|CDK2|CDK4|BAX|CYCS|NFKB1|MYC|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:5925%09red/hsa:598%09red/hsa:596%09red/hsa:54205%09red/hsa:581%09red/hsa:7157%09red/hsa:1017%09red/hsa:7187%09red/hsa:1019%09red/hsa:4790%09red/hsa:4609%09red/hsa:4843%09red/hsa:1869%09red/hsa:330%09red/hsa:207%09red/hsa:5743%09red
Hematopoietic cell lineage	KEGG PATHWAY	hsa04640	16	97	1.34786570476e-19	1.73923689213e-17	IL7R|IL6|DNTT|FCER2|CD44|IL5|CD34|CD14|THPO|CD4|IL4|TNF|ANPEP|IL1A|IL1B|KIT	http://www.genome.jp/kegg-bin/show_pathway?hsa04640/hsa:3569%09red/hsa:3553%09red/hsa:3552%09red/hsa:7124%09red/hsa:3815%09red/hsa:7066%09red/hsa:1791%09red/hsa:3565%09red/hsa:960%09red/hsa:3567%09red/hsa:290%09red/hsa:920%09red/hsa:947%09red/hsa:3575%09red/hsa:2208%09red/hsa:929%09red
T cell receptor signaling pathway	KEGG PATHWAY	hsa04660	16	103	3.19388095038e-19	4.04767376873e-17	MAPK14|CD40LG|MAPK3|IFNG|IL2|IL5|CD4|AKT1|IL4|TNF|CDK4|NFKB1|IL10|MAPK8|RHOA|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04660/hsa:5595%09red/hsa:5594%09red/hsa:3458%09red/hsa:3586%09red/hsa:7124%09red/hsa:3558%09red/hsa:3565%09red/hsa:5599%09red/hsa:3567%09red/hsa:4790%09red/hsa:920%09red/hsa:1019%09red/hsa:959%09red/hsa:1432%09red/hsa:207%09red/hsa:387%09red
Cellular senescence	KEGG PATHWAY	hsa04218	18	160	3.47557916291e-19	4.32740093319e-17	TGFB1|TP53|E2F1|AKT1|HLA-C|IL6|RB1|SMAD3|MAPK14|MAPK3|CDK2|MAPK1|CDK4|NFKB1|IL1A|MYC|SLC25A4|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa04218/hsa:3107%09red/hsa:5595%09red/hsa:3552%09red/hsa:3569%09red/hsa:5594%09red/hsa:3576%09red/hsa:7157%09red/hsa:1432%09red/hsa:291%09red/hsa:5925%09red/hsa:1019%09red/hsa:4790%09red/hsa:4088%09red/hsa:7040%09red/hsa:4609%09red/hsa:1869%09red/hsa:207%09red/hsa:1017%09red
@@Cellular Senescence	Reactome	R-HSA-2559583	15	194	5.64532853231e-14	3.31114847883e-12	IL6|RPS6KA3|TP53|E2F1|RB1|IFNB1|MAPK14|MAPK3|CDK2|MAPK1|CDK4|NFKB1|IL1A|MAPK8|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559583
Th17 cell differentiation	KEGG PATHWAY	hsa04659	16	107	5.52987964332e-19	6.76647514287e-17	MAPK14|TGFB1|IL17A|STAT1|IFNG|IL6|SMAD3|CD4|MAPK3|IL4|MAPK1|IL2|NFKB1|IL1B|MAPK8|SMAD4	http://www.genome.jp/kegg-bin/show_pathway?hsa04659/hsa:3569%09red/hsa:3553%09red/hsa:5594%09red/hsa:3458%09red/hsa:3558%09red/hsa:4089%09red/hsa:5595%09red/hsa:3565%09red/hsa:5599%09red/hsa:1432%09red/hsa:4790%09red/hsa:920%09red/hsa:6772%09red/hsa:4088%09red/hsa:7040%09red/hsa:3605%09red
Colorectal cancer	KEGG PATHWAY	hsa05210	15	86	8.90929556913e-19	1.07168255346e-16	TGFB1|RHOA|TP53|MAPK3|SMAD4|EGFR|BAX|SMAD3|AKT1|MAPK1|CYCS|MYC|EGF|MAPK8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05210/hsa:5595%09red/hsa:5594%09red/hsa:596%09red/hsa:54205%09red/hsa:4089%09red/hsa:581%09red/hsa:5599%09red/hsa:1950%09red/hsa:7157%09red/hsa:4088%09red/hsa:7040%09red/hsa:4609%09red/hsa:207%09red/hsa:387%09red/hsa:1956%09red
Fluid shear stress and atherosclerosis	KEGG PATHWAY	hsa05418	17	139	9.49334294367e-19	1.12290424785e-16	CCL2|RHOA|TP53|IFNG|HSP90B1|PLAT|MAPK14|AKT1|TNF|CTSL1|ICAM1|NFKB1|IL1A|IL1B|CAV1|MAPK8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05418/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:4790%09red/hsa:3383%09red/hsa:7124%09red/hsa:596%09red/hsa:1514%09red/hsa:1432%09red/hsa:5599%09red/hsa:6347%09red/hsa:5327%09red/hsa:7157%09red/hsa:207%09red/hsa:387%09red/hsa:7184%09red/hsa:857%09red
Gene expression (Transcription)	Reactome	R-HSA-74160	39	1448	9.84055276081e-19	1.14489185153e-16	TGFB1|F11|SMAD4|IL2|PSMD1|BAX|PSMD2|MAPK14|AKT1|CAV1|SPI1|STAT1|STUB1|FAS|RB1|GLI2|MAPK3|MAPK1|CTSL1|MYC|MYB|PABPN1|DDIT3|TCF3|IFNG|EGFR|SMAD3|CYCS|USP7|NPM1|TP53|E2F1|TBP|G6PD|KIT|RUNX3|CDK2|CDK4|AIFM2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74160
Neutrophil degranulation	Reactome	R-HSA-6798695	25	478	1.22608994781e-18	1.38120005708e-16	HLA-C|HSPA8|PSMD1|PSMD2|ADAM10|IMPDH1|ACAA1|MAPK1|CST3|MBP|ITGB2|CD44|CD68|RAB3D|LTF|NFKB1|RHOA|HPSE|MAPK14|CDA|GLB1|FGL2|CD14|ANPEP|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6798695
Programmed Cell Death	Reactome	R-HSA-5357801	18	175	1.50852084708e-18	1.67280819558e-16	BCL2L1|TP53|E2F1|AKT1|PSMD1|BIRC3|BAX|PSMD2|MAPK3|CD14|MAPK1|CYCS|TLR4|FAS|MAPK8|VIM|DAPK3|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357801
Allograft rejection	KEGG PATHWAY	hsa05330	12	38	5.6282503566e-18	6.14518350473e-16	IL10|CD40LG|IFNG|FAS|IL5|CD40|CD86|HLA-C|IL4|TNF|IL2|CD80	http://www.genome.jp/kegg-bin/show_pathway?hsa05330/hsa:3458%09red/hsa:3586%09red/hsa:942%09red/hsa:7124%09red/hsa:3558%09red/hsa:3565%09red/hsa:959%09red/hsa:958%09red/hsa:355%09red/hsa:3107%09red/hsa:3567%09red/hsa:941%09red
Chemokine signaling pathway	KEGG PATHWAY	hsa04062	18	190	5.80907273557e-18	6.18143088986e-16	CCL2|CCL3|CCL4|STAT1|AKT1|CXCL9|CCL5|NFKB1|CXCR3|MAPK3|MAPK1|CCR5|CCR6|CCR7|CXCL10|RHOA|IL8|CCL26	http://www.genome.jp/kegg-bin/show_pathway?hsa04062/hsa:5595%09red/hsa:5594%09red/hsa:1236%09red/hsa:10344%09red/hsa:1234%09red/hsa:1235%09red/hsa:3627%09red/hsa:3576%09red/hsa:4790%09red/hsa:6347%09red/hsa:6351%09red/hsa:6352%09red/hsa:6772%09red/hsa:6348%09red/hsa:207%09red/hsa:387%09red/hsa:2833%09red/hsa:4283%09red
Legionellosis	KEGG PATHWAY	hsa05134	13	55	5.83564702861e-18	6.18143088986e-16	IL18|ITGB2|ARF1|HSPA8|CYCS|IL6|CD14|TNF|TLR4|NFKB1|IL1B|MYD88|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:3689%09red/hsa:3569%09red/hsa:3553%09red/hsa:3606%09red/hsa:7124%09red/hsa:7099%09red/hsa:3576%09red/hsa:4790%09red/hsa:3312%09red/hsa:375%09red/hsa:4615%09red/hsa:54205%09red/hsa:929%09red
Chronic myeloid leukemia	KEGG PATHWAY	hsa05220	14	76	6.6133064789e-18	6.90215236482e-16	BCL2L1|TGFB1|TP53|E2F1|AKT1|SMAD4|RB1|SMAD3|MAPK3|MAPK1|CDK4|BAX|NFKB1|MYC	http://www.genome.jp/kegg-bin/show_pathway?hsa05220/hsa:5595%09red/hsa:5925%09red/hsa:598%09red/hsa:5594%09red/hsa:4089%09red/hsa:581%09red/hsa:7157%09red/hsa:1019%09red/hsa:4790%09red/hsa:4088%09red/hsa:7040%09red/hsa:4609%09red/hsa:1869%09red/hsa:207%09red
Toll Like Receptor 4 (TLR4) Cascade	Reactome	R-HSA-166016	16	128	7.39194889917e-18	7.60299439672e-16	IRF3|ITGB2|IRF7|TBK1|RPS6KA3|IKBKE|BIRC3|MAPK14|MAPK3|CD14|TRAF3|TLR4|NFKB1|MAPK1|MAPK8|MYD88	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166016
Metabolism of proteins	Reactome	R-HSA-392499	44	2012	9.23403831639e-18	9.36199570449e-16	CCL2|TGFB1|ACE|SMAD4|HSPA8|PSMD1|HSP90B1|PSMD2|ADAM10|TRAF3|REN|IKBKE|RHOA|FURIN|DDX58|ARF1|TF|CST3|MYC|TOPORS|DDIT3|BIRC3|TUBB4|UMOD|SMAD3|RAB3D|LTF|ARFGEF2|F10|USP7|NPM1|HRC|ATF6|TP53|SLC17A5|KNG1|ALB|GLB1|IL6|PIGS|ANPEP|ACE2|MAVS|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392499
Apoptosis	Reactome	R-HSA-109581	17	172	2.55716966045e-17	2.48605932606e-15	BCL2L1|TP53|E2F1|AKT1|FAS|PSMD1|BAX|PSMD2|MAPK3|CD14|MAPK1|CYCS|TLR4|MAPK8|VIM|DAPK3|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109581
@@Apoptosis	KEGG PATHWAY	hsa04210	15	136	4.42374165165e-16	3.69356405903e-14	BCL2L1|DDIT3|TP53|AKT1|FAS|BIRC3|BAX|MAPK3|TNF|CTSL1|CYCS|NFKB1|MAPK1|MAPK8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:7157%09red/hsa:5595%09red/hsa:5594%09red/hsa:598%09red/hsa:7124%09red/hsa:596%09red/hsa:1514%09red/hsa:581%09red/hsa:1649%09red/hsa:4790%09red/hsa:355%09red/hsa:5599%09red/hsa:54205%09red/hsa:330%09red/hsa:207%09red
Cellular responses to external stimuli	Reactome	R-HSA-8953897	24	516	7.66446141596e-17	7.35063279311e-15	HSPA4|HSPA8|PSMD1|CYCS|PSMD2|MAPK14|IL1A|RB1CC1|RB1|IFNB1|MAPK3|MAPK1|NFKB1|MAPK8|SOD1|TUBB4|GIF|RPS6KA3|TP53|E2F1|IL6|CDK2|CDK4|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8953897
