##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Signal Transduction	Reactome	R-HSA-162582	47	2689	1.26360362352e-30	4.77555024614e-29	TGFB1|CCL4|CCL5|IL2|BIRC3|BAX|USP7|MAPK14|AKT1|PSMD2|CCR5|CCR6|ADAM17|EGF|STAT1|STUB1|FAS|CD86|MAPK3|MAPK1|NFKB1|MYC|MYD88|PRKCA|PSMD1|TUBB4|TNF|CXCL10|RHOA|SMAD3|MAPK8|ADAM10|RPS6KA3|TP53|E2F1|FCER2|KIT|IL6|RUNX3|CDK2|IL5|CDK4|CD80|EGFR|TLR9|IL8|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162582
TNF signaling pathway	KEGG PATHWAY	hsa04668	19	112	9.12631593243e-30	3.33414742065e-28	CCL2|PTGS2|IRF1|TRAF3|MAPK3|FAS|IL6|BIRC3|IFNB1|MAPK14|AKT1|CCL5|TNF|ICAM1|NFKB1|CXCL10|IL1B|MAPK8|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa04668/hsa:3569%09red/hsa:3553%09red/hsa:5594%09red/hsa:3383%09red/hsa:7124%09red/hsa:5743%09red/hsa:3456%09red/hsa:3627%09red/hsa:5595%09red/hsa:5599%09red/hsa:6347%09red/hsa:3659%09red/hsa:355%09red/hsa:4790%09red/hsa:6352%09red/hsa:1432%09red/hsa:330%09red/hsa:207%09red/hsa:7187%09red
Inflammatory bowel disease (IBD)	KEGG PATHWAY	hsa05321	17	65	1.40125701508e-29	4.9541215759e-28	IL18|TGFB1|IL13|IL17A|STAT1|IL10|IL5|SMAD3|IL6|IFNG|IL4|TNF|IL2|TLR4|NFKB1|IL1A|IL1B	http://www.genome.jp/kegg-bin/show_pathway?hsa05321/hsa:3569%09red/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:3605%09red/hsa:3606%09red/hsa:7124%09red/hsa:7099%09red/hsa:3565%09red/hsa:4790%09red/hsa:3567%09red/hsa:3558%09red/hsa:3596%09red/hsa:6772%09red/hsa:4088%09red/hsa:7040%09red/hsa:3586%09red
Rheumatoid arthritis	KEGG PATHWAY	hsa05323	18	91	2.4960646711e-29	8.54902149851e-28	CCL2|TGFB1|ITGB2|ICAM1|CCL3|IFNG|CD80|CCL5|CD86|IL6|IL18|TNF|CTSL1|TLR4|IL1A|IL1B|IL8|IL17A	http://www.genome.jp/kegg-bin/show_pathway?hsa05323/hsa:3689%09red/hsa:3569%09red/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:941%09red/hsa:942%09red/hsa:3383%09red/hsa:7124%09red/hsa:7099%09red/hsa:1514%09red/hsa:3576%09red/hsa:6347%09red/hsa:6352%09red/hsa:7040%09red/hsa:3605%09red/hsa:3606%09red/hsa:6348%09red
Malaria	KEGG PATHWAY	hsa05144	16	49	3.15429988364e-29	1.04760990075e-27	CCL2|TGFB1|ITGB2|MYD88|ICAM1|IL10|IL18|CD40|IL6|IFNG|TNF|TLR4|CD40LG|IL1B|TLR9|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa05144/hsa:3689%09red/hsa:54106%09red/hsa:3553%09red/hsa:3458%09red/hsa:3383%09red/hsa:7124%09red/hsa:7099%09red/hsa:3606%09red/hsa:3569%09red/hsa:3576%09red/hsa:959%09red/hsa:958%09red/hsa:6347%09red/hsa:4615%09red/hsa:7040%09red/hsa:3586%09red
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	17	70	4.24155086406e-29	1.36727639618e-27	IRF3|DDX58|TRAF3|IRF7|TBK1|IFNA2|IFNA1|IKBKE|IFNB1|MAPK14|TNF|ISG15|NFKB1|CXCL10|MAPK8|MAVS|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:29110%09red/hsa:9636%09red/hsa:1432%09red/hsa:3661%09red/hsa:7124%09red/hsa:3456%09red/hsa:3627%09red/hsa:3576%09red/hsa:5599%09red/hsa:3440%09red/hsa:57506%09red/hsa:4790%09red/hsa:23586%09red/hsa:3665%09red/hsa:7187%09red/hsa:9641%09red/hsa:3439%09red
Leishmaniasis	KEGG PATHWAY	hsa05140	17	74	9.78511208414e-29	3.06413795549e-27	TGFB1|NOS2|ITGB2|STAT1|PTGS2|IL10|MAPK14|IFNG|IL4|TNF|TLR4|NFKB1|IL1A|IL1B|MYD88|MAPK3|MAPK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05140/hsa:3689%09red/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:3586%09red/hsa:7124%09red/hsa:7099%09red/hsa:5595%09red/hsa:3565%09red/hsa:4790%09red/hsa:1432%09red/hsa:5594%09red/hsa:6772%09red/hsa:4615%09red/hsa:7040%09red/hsa:4843%09red/hsa:5743%09red
Salmonella infection	KEGG PATHWAY	hsa05132	17	83	5.57641371978e-28	1.69770817691e-26	IL18|CCL3|NOS2|CCL4|IFNG|IL6|MAPK14|MAPK3|CD14|MAPK1|TLR4|NFKB1|IL1A|IL1B|MYD88|MAPK8|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa05132/hsa:3569%09red/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:3606%09red/hsa:7099%09red/hsa:5595%09red/hsa:3576%09red/hsa:5599%09red/hsa:1432%09red/hsa:4790%09red/hsa:5594%09red/hsa:6351%09red/hsa:4615%09red/hsa:4843%09red/hsa:929%09red/hsa:6348%09red
Cytosolic DNA-sensing pathway	KEGG PATHWAY	hsa04623	16	63	1.02475532205e-27	3.03549144044e-26	IL18|IRF3|DDX58|IRF7|CCL4|TBK1|CCL5|IFNA2|IFNA1|IKBKE|IFNB1|IL6|NFKB1|CXCL10|IL1B|MAVS	http://www.genome.jp/kegg-bin/show_pathway?hsa04623/hsa:29110%09red/hsa:3569%09red/hsa:3553%09red/hsa:3661%09red/hsa:3606%09red/hsa:3456%09red/hsa:3627%09red/hsa:3665%09red/hsa:4790%09red/hsa:3440%09red/hsa:57506%09red/hsa:6351%09red/hsa:6352%09red/hsa:23586%09red/hsa:9641%09red/hsa:3439%09red
Toll-like Receptor Cascades	Reactome	R-HSA-168898	19	154	2.36829407052e-27	6.83065868761e-26	IRF3|RPS6KA3|IRF7|MYD88|TBK1|IKBKE|BIRC3|HSP90B1|MAPK14|MAPK3|CD14|ITGB2|CTSL1|TLR4|NFKB1|MAPK1|MAPK8|TLR9|TRAF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168898
Neutrophil degranulation	Reactome	R-HSA-6798695	25	478	4.68267807334e-27	1.31595260728e-25	HLA-C|HSPA8|PSMD1|PSMD2|ADAM10|IMPDH1|ACAA1|MAPK1|CST3|MBP|ITGB2|CD44|CD68|RAB3D|LTF|NFKB1|RHOA|HPSE|MAPK14|CDA|GLB1|FGL2|CD14|ANPEP|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6798695
PI3K-Akt signaling pathway	KEGG PATHWAY	hsa04151	23	354	5.71144044994e-27	1.54533918677e-25	BCL2L1|IL7R|IL2|EGFR|HSP90B1|AKT1|EGF|IL4|IFNB1|MAPK3|MAPK1|NFKB1|MYC|PRKCA|TP53|IFNA2|IFNA1|KIT|IL6|CDK2|CDK4|TLR4|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04151/hsa:3569%09red/hsa:598%09red/hsa:596%09red/hsa:3565%09red/hsa:1019%09red/hsa:1017%09red/hsa:5578%09red/hsa:7099%09red/hsa:3456%09red/hsa:1950%09red/hsa:1956%09red/hsa:3815%09red/hsa:7184%09red/hsa:3439%09red/hsa:5595%09red/hsa:5594%09red/hsa:3558%09red/hsa:4790%09red/hsa:3575%09red/hsa:207%09red/hsa:7157%09red/hsa:3440%09red/hsa:4609%09red
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	19	162	5.78092214028e-27	1.54533918677e-25	BCL2L1|IL7R|STAT1|AKT1|IL10|IFNA2|IFNA1|IL13|EGFR|IL28A|IFNB1|IL6|IFNG|IL4|IL5|IL2|MYC|EGF|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:3569%09red/hsa:1956%09red/hsa:3458%09red/hsa:3586%09red/hsa:598%09red/hsa:596%09red/hsa:3456%09red/hsa:3565%09red/hsa:3575%09red/hsa:3440%09red/hsa:1950%09red/hsa:6772%09red/hsa:3558%09red/hsa:282616%09red/hsa:4609%09red/hsa:3596%09red/hsa:3567%09red/hsa:207%09red/hsa:3439%09red
NF-kappa B signaling pathway	KEGG PATHWAY	hsa04064	17	100	9.74115727846e-27	2.54197818505e-25	BCL2L1|PTGS2|DDX58|TRAF3|CD40LG|ICAM1|CCL4|BIRC3|CD40|CD14|TNF|TLR4|NFKB1|IL1B|MYD88|IL8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04064/hsa:23586%09red/hsa:3553%09red/hsa:929%09red/hsa:598%09red/hsa:7124%09red/hsa:5743%09red/hsa:3383%09red/hsa:596%09red/hsa:3576%09red/hsa:959%09red/hsa:958%09red/hsa:4790%09red/hsa:6351%09red/hsa:4615%09red/hsa:7099%09red/hsa:330%09red/hsa:7187%09red
Pancreatic cancer	KEGG PATHWAY	hsa05212	16	75	1.21232591884e-26	3.09002141173e-25	BCL2L1|TGFB1|TP53|STAT1|E2F1|MAPK3|EGFR|RB1|SMAD3|AKT1|MAPK1|CDK4|BAX|NFKB1|MAPK8|EGF	http://www.genome.jp/kegg-bin/show_pathway?hsa05212/hsa:5595%09red/hsa:5925%09red/hsa:6772%09red/hsa:598%09red/hsa:5594%09red/hsa:581%09red/hsa:5599%09red/hsa:4790%09red/hsa:1950%09red/hsa:1019%09red/hsa:7157%09red/hsa:4088%09red/hsa:7040%09red/hsa:1869%09red/hsa:207%09red/hsa:1956%09red
C-type lectin receptor signaling pathway	KEGG PATHWAY	hsa04625	17	104	1.78748737482e-26	4.45246855182e-25	PTGS2|CD209|IKBKE|STAT1|MAPK3|IL10|IL6|RHOA|IRF1|MAPK14|AKT1|TNF|IL2|NFKB1|MAPK1|IL1B|MAPK8	http://www.genome.jp/kegg-bin/show_pathway?hsa04625/hsa:30835%09red/hsa:3569%09red/hsa:3553%09red/hsa:5594%09red/hsa:3586%09red/hsa:7124%09red/hsa:5743%09red/hsa:5595%09red/hsa:5599%09red/hsa:1432%09red/hsa:3659%09red/hsa:4790%09red/hsa:3558%09red/hsa:6772%09red/hsa:207%09red/hsa:387%09red/hsa:9641%09red
Disease	Reactome	R-HSA-1643685	31	1049	2.60644479236e-26	6.34814109428e-25	TGFB1|PSMD1|SMAD3|CD4|AKT1|CCR5|ADAM17|EGF|STAT1|CD80|ARF1|CD86|MAPK3|MAPK1|ISG15|NFKB1|MYC|MYD88|PABPN1|TRAF3|EGFR|SLC25A4|LTF|PSMD2|ADAM10|GLB1|KIT|CD14|CDK4|TLR4|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643685
MAPK signaling pathway	KEGG PATHWAY	hsa04010	21	295	1.83843285143e-25	4.38026609818e-24	TGFB1|RPS6KA3|TP53|AKT1|PRKCA|FAS|MAPK8|EGFR|EGF|MAPK14|MAPK3|CD14|TNF|NFKB1|IL1A|IL1B|MYD88|HSPA8|MYC|MAPK1|KIT	http://www.genome.jp/kegg-bin/show_pathway?hsa04010/hsa:5578%09red/hsa:3553%09red/hsa:3552%09red/hsa:3312%09red/hsa:7124%09red/hsa:6197%09red/hsa:5594%09red/hsa:5595%09red/hsa:5599%09red/hsa:1432%09red/hsa:4790%09red/hsa:3815%09red/hsa:1950%09red/hsa:355%09red/hsa:7157%09red/hsa:4615%09red/hsa:7040%09red/hsa:4609%09red/hsa:929%09red/hsa:207%09red/hsa:1956%09red
Small cell lung cancer	KEGG PATHWAY	hsa05222	16	93	2.69203450082e-25	6.27687547841e-24	BCL2L1|PTGS2|NOS2|TRAF3|TP53|E2F1|BIRC3|RB1|AKT1|CDK2|CDK4|BAX|CYCS|NFKB1|MYC|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:5925%09red/hsa:598%09red/hsa:5743%09red/hsa:54205%09red/hsa:596%09red/hsa:581%09red/hsa:7157%09red/hsa:7187%09red/hsa:1019%09red/hsa:4790%09red/hsa:4609%09red/hsa:4843%09red/hsa:1869%09red/hsa:330%09red/hsa:207%09red/hsa:1017%09red
Cellular senescence	KEGG PATHWAY	hsa04218	18	160	2.74899655989e-25	6.27687547841e-24	TGFB1|TP53|E2F1|AKT1|HLA-C|IL6|RB1|SLC25A4|MAPK14|MAPK3|CDK2|MAPK1|CDK4|NFKB1|IL1A|MYC|SMAD3|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa04218/hsa:3107%09red/hsa:5595%09red/hsa:3552%09red/hsa:3569%09red/hsa:5594%09red/hsa:3576%09red/hsa:7157%09red/hsa:1432%09red/hsa:291%09red/hsa:5925%09red/hsa:1019%09red/hsa:4790%09red/hsa:4088%09red/hsa:7040%09red/hsa:4609%09red/hsa:1869%09red/hsa:207%09red/hsa:1017%09red
@@Cellular Senescence	Reactome	R-HSA-2559583	15	194	5.9556910755e-19	8.15929677344e-18	IL6|RPS6KA3|TP53|E2F1|RB1|IFNB1|MAPK14|MAPK3|CDK2|MAPK1|CDK4|NFKB1|IL1A|MAPK8|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559583
T cell receptor signaling pathway	KEGG PATHWAY	hsa04660	16	103	1.19338420373e-24	2.6692838516e-23	MAPK14|RHOA|CD40LG|AKT1|IL10|IL2|IL5|CD4|IFNG|IL4|TNF|CDK4|NFKB1|MAPK1|MAPK8|MAPK3	http://www.genome.jp/kegg-bin/show_pathway?hsa04660/hsa:5595%09red/hsa:5594%09red/hsa:3458%09red/hsa:7124%09red/hsa:3558%09red/hsa:3565%09red/hsa:5599%09red/hsa:1432%09red/hsa:4790%09red/hsa:920%09red/hsa:1019%09red/hsa:959%09red/hsa:3586%09red/hsa:3567%09red/hsa:207%09red/hsa:387%09red
Toll Like Receptor 4 (TLR4) Cascade	Reactome	R-HSA-166016	16	128	2.92279753448e-23	6.40677219557e-22	IRF3|RPS6KA3|IRF7|TBK1|IKBKE|BIRC3|MAPK14|MAPK3|CD14|ITGB2|TLR4|NFKB1|MAPK1|MAPK8|MYD88|TRAF3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166016
Programmed Cell Death	Reactome	R-HSA-5357801	17	175	6.35894973815e-23	1.36655076726e-21	BCL2L1|PSMD1|TP53|E2F1|AKT1|FAS|BIRC3|BAX|PSMD2|MAPK3|CD14|MAPK1|CYCS|TLR4|MAPK8|VIM|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357801
Th17 cell differentiation	KEGG PATHWAY	hsa04659	15	107	1.47040809835e-22	3.09916783806e-21	TGFB1|IL17A|STAT1|IFNG|IL6|SMAD3|CD4|MAPK3|IL4|MAPK1|IL2|NFKB1|IL1B|MAPK8|MAPK14	http://www.genome.jp/kegg-bin/show_pathway?hsa04659/hsa:3569%09red/hsa:3553%09red/hsa:5594%09red/hsa:3458%09red/hsa:3605%09red/hsa:3558%09red/hsa:5595%09red/hsa:3565%09red/hsa:5599%09red/hsa:1432%09red/hsa:920%09red/hsa:4790%09red/hsa:4088%09red/hsa:7040%09red/hsa:6772%09red
Apoptosis signaling pathway	PANTHER	P00006	15	108	1.67173558617e-22	3.45702302347e-21	BCL2L1|TP53|MAPK3|PRKCA|FAS|HSPA8|BIRC3|BAX|AKT1|TNF|CYCS|NFKB1|MAPK1|MAPK8|BCL2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00006
Cellular responses to stress	Reactome	R-HSA-2262752	21	422	2.18523323741e-22	4.43521412629e-21	IL6|RPS6KA3|TP53|E2F1|SOD1|TUBB4|HSPA8|PSMD1|RB1|PSMD2|MAPK14|MAPK3|CDK2|MAPK1|CDK4|CYCS|NFKB1|IL1A|MAPK8|IFNB1|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2262752
Legionellosis	KEGG PATHWAY	hsa05134	13	55	2.34416943887e-22	4.67129037273e-21	IL18|ITGB2|ARF1|HSPA8|CYCS|IL6|CD14|TNF|TLR4|NFKB1|IL1B|MYD88|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:3689%09red/hsa:3569%09red/hsa:3553%09red/hsa:3606%09red/hsa:7124%09red/hsa:7099%09red/hsa:3576%09red/hsa:4790%09red/hsa:3312%09red/hsa:375%09red/hsa:4615%09red/hsa:54205%09red/hsa:929%09red
Allograft rejection	KEGG PATHWAY	hsa05330	12	38	4.92882287249e-22	9.64641047901e-21	CD40LG|IL10|FAS|HLA-C|IL5|CD40|CD86|IFNG|IL4|TNF|IL2|CD80	http://www.genome.jp/kegg-bin/show_pathway?hsa05330/hsa:3458%09red/hsa:3586%09red/hsa:942%09red/hsa:7124%09red/hsa:3558%09red/hsa:3565%09red/hsa:959%09red/hsa:3567%09red/hsa:355%09red/hsa:3107%09red/hsa:958%09red/hsa:941%09red
Colorectal cancer	KEGG PATHWAY	hsa05210	14	86	5.87818748791e-22	1.13026201522e-20	TGFB1|TP53|MAPK3|RHOA|EGFR|BAX|SMAD3|AKT1|MAPK1|CYCS|MYC|EGF|MAPK8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05210/hsa:5595%09red/hsa:5594%09red/hsa:596%09red/hsa:54205%09red/hsa:581%09red/hsa:5599%09red/hsa:1950%09red/hsa:7157%09red/hsa:4088%09red/hsa:7040%09red/hsa:4609%09red/hsa:207%09red/hsa:387%09red/hsa:1956%09red
Necroptosis	KEGG PATHWAY	hsa04217	16	162	9.71111230752e-22	1.83506536018e-20	STAT1|IFNG|FAS|IFNA1|BIRC3|BAX|SLC25A4|TNF|TLR4|IFNA2|IL1A|IL1B|IFNB1|MAPK8|PPIA|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04217/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:7124%09red/hsa:7099%09red/hsa:3456%09red/hsa:581%09red/hsa:5599%09red/hsa:3440%09red/hsa:291%09red/hsa:355%09red/hsa:596%09red/hsa:5478%09red/hsa:6772%09red/hsa:330%09red/hsa:3439%09red
Apoptosis	Reactome	R-HSA-109581	16	172	2.37743750464e-21	4.4163923815e-20	BCL2L1|TP53|E2F1|AKT1|FAS|PSMD1|BAX|PSMD2|MAPK3|CD14|MAPK1|CYCS|TLR4|MAPK8|VIM|BCL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109581
@@Apoptosis	KEGG PATHWAY	hsa04210	14	136	2.18421427617e-19	3.10895954114e-18	BCL2L1|TP53|MAPK3|FAS|BIRC3|BAX|AKT1|TNF|CTSL1|CYCS|NFKB1|MAPK1|MAPK8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:5595%09red/hsa:5594%09red/hsa:598%09red/hsa:7124%09red/hsa:596%09red/hsa:1514%09red/hsa:581%09red/hsa:5599%09red/hsa:4790%09red/hsa:355%09red/hsa:7157%09red/hsa:54205%09red/hsa:330%09red/hsa:207%09red
MyD88-independent TLR4 cascade 	Reactome	R-HSA-166166	14	98	3.13016748088e-21	5.62403862138e-20	IRF3|RPS6KA3|IRF7|TBK1|IKBKE|BIRC3|MAPK14|MAPK3|CD14|TRAF3|TLR4|NFKB1|MAPK1|MAPK8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166166
TRIF(TICAM1)-mediated TLR4 signaling 	Reactome	R-HSA-937061	14	98	3.13016748088e-21	5.62403862138e-20	IRF3|RPS6KA3|IRF7|TBK1|IKBKE|BIRC3|MAPK14|MAPK3|CD14|TRAF3|TLR4|NFKB1|MAPK1|MAPK8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937061
Adaptive Immune System	Reactome	R-HSA-1280218	24	748	3.29613932683e-21	5.82672371323e-20	CD40LG|HLA-C|PSMD1|PSMD2|CD4|CD209|CD79A|STUB1|CD80|ARF1|CD86|AKT1|ICAM1|ICAM3|MYD88|ITGB2|TUBB4|NFKB1|BTF3|CLEC4G|CD14|CTSL1|TLR4|PPIA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
Fluid shear stress and atherosclerosis	KEGG PATHWAY	hsa05418	15	139	5.55214904865e-21	9.65897675766e-20	CCL2|RHOA|TP53|IFNG|HSP90B1|MAPK14|AKT1|TNF|CTSL1|ICAM1|NFKB1|IL1A|IL1B|MAPK8|BCL2	http://www.genome.jp/kegg-bin/show_pathway?hsa05418/hsa:3553%09red/hsa:3552%09red/hsa:3458%09red/hsa:4790%09red/hsa:3383%09red/hsa:7124%09red/hsa:596%09red/hsa:1514%09red/hsa:1432%09red/hsa:5599%09red/hsa:6347%09red/hsa:7157%09red/hsa:207%09red/hsa:387%09red/hsa:7184%09red
Toll receptor signaling pathway	PANTHER	P00054	12	50	8.58777483843e-21	1.47065644108e-19	IRF3|PTGS2|MYD88|TBK1|IFNB1|MAPK14|MAPK3|CD14|TLR4|IKBKE|MAPK8|TLR9	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00054
Chronic myeloid leukemia	KEGG PATHWAY	hsa05220	13	76	1.01287088949e-20	1.70785614597e-19	BCL2L1|TGFB1|TP53|E2F1|MAPK3|RB1|SMAD3|AKT1|MAPK1|CDK4|BAX|NFKB1|MYC	http://www.genome.jp/kegg-bin/show_pathway?hsa05220/hsa:5595%09red/hsa:5925%09red/hsa:598%09red/hsa:5594%09red/hsa:581%09red/hsa:7157%09red/hsa:1019%09red/hsa:4790%09red/hsa:4088%09red/hsa:7040%09red/hsa:4609%09red/hsa:1869%09red/hsa:207%09red
Cellular responses to external stimuli	Reactome	R-HSA-8953897	21	516	1.15721514339e-20	1.92167848055e-19	IL6|RPS6KA3|TP53|E2F1|SOD1|TUBB4|HSPA8|PSMD1|RB1|PSMD2|MAPK14|MAPK3|CDK2|MAPK1|CDK4|CYCS|NFKB1|IL1A|MAPK8|IFNB1|IL8	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8953897
Interferon Signaling	Reactome	R-HSA-913531	16	194	1.44305813744e-20	2.36058465468e-19	IRF3|DDX58|IRF7|STAT1|IFNG|CD44|HLA-C|IRF1|IFNB1|OAS1|MAPK3|ISG15|ICAM1|IFNA2|MX1|IFNA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-913531
Autoimmune thyroid disease	KEGG PATHWAY	hsa05320	12	53	1.59287840274e-20	2.5673451903e-19	CD40LG|IL10|FAS|IFNA1|CD40|CD86|HLA-C|IL4|IL5|IL2|IFNA2|CD80	http://www.genome.jp/kegg-bin/show_pathway?hsa05320/hsa:3586%09red/hsa:941%09red/hsa:942%09red/hsa:3558%09red/hsa:3565%09red/hsa:959%09red/hsa:3440%09red/hsa:958%09red/hsa:355%09red/hsa:3107%09red/hsa:3567%09red/hsa:3439%09red
Proteoglycans in cancer	KEGG PATHWAY	hsa05205	16	203	2.85013947182e-20	4.52717805959e-19	HPSE|TGFB1|TP53|AKT1|PRKCA|FAS|EGFR|MAPK14|MAPK3|TNF|CTSL1|TLR4|CD44|MAPK1|MYC|RHOA	http://www.genome.jp/kegg-bin/show_pathway?hsa05205/hsa:5578%09red/hsa:5595%09red/hsa:5594%09red/hsa:10855%09red/hsa:1514%09red/hsa:7124%09red/hsa:7099%09red/hsa:1432%09red/hsa:960%09red/hsa:355%09red/hsa:7157%09red/hsa:7040%09red/hsa:4609%09red/hsa:207%09red/hsa:387%09red/hsa:1956%09red
African trypanosomiasis	KEGG PATHWAY	hsa05143	11	37	4.80228398519e-20	7.51900463967e-19	IL18|MYD88|IL10|FAS|IL6|IFNG|TNF|PRKCA|ICAM1|IL1B|TLR9	http://www.genome.jp/kegg-bin/show_pathway?hsa05143/hsa:54106%09red/hsa:3553%09red/hsa:3458%09red/hsa:3383%09red/hsa:7124%09red/hsa:3606%09red/hsa:3569%09red/hsa:355%09red/hsa:4615%09red/hsa:3586%09red/hsa:5578%09red
PD-L1 expression and PD-1 checkpoint pathway in cancer	KEGG PATHWAY	hsa05235	13	89	6.5865508008e-20	1.01674079967e-18	MAPK14|MYD88|STAT1|MAPK3|IFNG|EGFR|CD4|AKT1|MAPK1|TLR4|NFKB1|TLR9|EGF	http://www.genome.jp/kegg-bin/show_pathway?hsa05235/hsa:54106%09red/hsa:5595%09red/hsa:5594%09red/hsa:3458%09red/hsa:7099%09red/hsa:1432%09red/hsa:4790%09red/hsa:920%09red/hsa:1950%09red/hsa:1956%09red/hsa:4615%09red/hsa:6772%09red/hsa:207%09red
Th1 and Th2 cell differentiation	KEGG PATHWAY	hsa04658	13	92	9.78071627278e-20	1.48884236597e-18	MAPK14|STAT1|RUNX3|IFNG|IL13|CD4|MAPK3|IL4|IL5|IL2|NFKB1|MAPK1|MAPK8	http://www.genome.jp/kegg-bin/show_pathway?hsa04658/hsa:5595%09red/hsa:3596%09red/hsa:3458%09red/hsa:3558%09red/hsa:3565%09red/hsa:5599%09red/hsa:864%09red/hsa:920%09red/hsa:5594%09red/hsa:4790%09red/hsa:6772%09red/hsa:3567%09red/hsa:1432%09red
CCKR signaling map	PANTHER	P06959	15	175	1.39763666696e-19	2.09836957122e-18	BCL2L1|PTGS2|RPS6KA3|AKT1|RHOA|BIRC3|BAX|MAPK14|MAPK3|MAPK1|PRKCA|MYC|MAPK8|IL8|BCL2	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P06959
Amoebiasis	KEGG PATHWAY	hsa05146	13	95	1.43507329312e-19	2.1254599044e-18	TGFB1|NOS2|ITGB2|IL10|IL6|IFNG|CD14|TNF|PRKCA|TLR4|NFKB1|IL1B|IL8	http://www.genome.jp/kegg-bin/show_pathway?hsa05146/hsa:3689%09red/hsa:3569%09red/hsa:3553%09red/hsa:3586%09red/hsa:5578%09red/hsa:7124%09red/hsa:7099%09red/hsa:3576%09red/hsa:4790%09red/hsa:3458%09red/hsa:7040%09red/hsa:4843%09red/hsa:929%09red
FoxO signaling pathway	KEGG PATHWAY	hsa04068	14	132	1.48009681698e-19	2.16291481521e-18	IL7R|TGFB1|MAPK3|IL10|IL6|EGFR|SMAD3|MAPK14|AKT1|CDK2|MAPK1|MAPK8|USP7|EGF	http://www.genome.jp/kegg-bin/show_pathway?hsa04068/hsa:3569%09red/hsa:5595%09red/hsa:5594%09red/hsa:3586%09red/hsa:7874%09red/hsa:1432%09red/hsa:5599%09red/hsa:1950%09red/hsa:3575%09red/hsa:4088%09red/hsa:7040%09red/hsa:207%09red/hsa:1017%09red/hsa:1956%09red
Hematopoietic cell lineage	KEGG PATHWAY	hsa04640	13	97	1.8413367615e-19	2.65540143501e-18	IL7R|IL6|FCER2|CD44|IL5|CD14|KIT|CD4|IL4|TNF|ANPEP|IL1A|IL1B	http://www.genome.jp/kegg-bin/show_pathway?hsa04640/hsa:3569%09red/hsa:3553%09red/hsa:3552%09red/hsa:7124%09red/hsa:3815%09red/hsa:3565%09red/hsa:960%09red/hsa:3567%09red/hsa:290%09red/hsa:920%09red/hsa:3575%09red/hsa:2208%09red/hsa:929%09red
